,_step,episode_step,tracking_error,algorithm,reward_type,run
7,130,7,0.010857248656705672,TD3,sq_error_da_a,drawn-moon-113
8,134,8,0.02277945779561397,TD3,sq_error_da_a,drawn-moon-113
9,138,9,0.01220146722217344,TD3,sq_error_da_a,drawn-moon-113
10,142,10,0.022938681943119852,TD3,sq_error_da_a,drawn-moon-113
11,146,11,0.015167159018112778,TD3,sq_error_da_a,drawn-moon-113
12,150,12,0.023482597172055128,TD3,sq_error_da_a,drawn-moon-113
13,154,13,0.018354396713340118,TD3,sq_error_da_a,drawn-moon-113
14,158,14,0.02419799109306855,TD3,sq_error_da_a,drawn-moon-113
15,162,15,0.02187765391908931,TD3,sq_error_da_a,drawn-moon-113
16,166,16,0.02463909136915566,TD3,sq_error_da_a,drawn-moon-113
17,170,17,0.024417051108130205,TD3,sq_error_da_a,drawn-moon-113
18,174,18,0.024883930329251923,TD3,sq_error_da_a,drawn-moon-113
19,178,19,0.025157587256878097,TD3,sq_error_da_a,drawn-moon-113
20,182,20,0.025053758616963007,TD3,sq_error_da_a,drawn-moon-113
21,186,21,0.024835145475361895,TD3,sq_error_da_a,drawn-moon-113
22,190,22,0.024746325703457583,TD3,sq_error_da_a,drawn-moon-113
23,194,23,0.024523656070677552,TD3,sq_error_da_a,drawn-moon-113
24,198,24,0.023754579855271733,TD3,sq_error_da_a,drawn-moon-113
25,202,25,0.022236397180960384,TD3,sq_error_da_a,drawn-moon-113
26,206,26,0.01984474020429451,TD3,sq_error_da_a,drawn-moon-113
27,210,27,0.016511601519662623,TD3,sq_error_da_a,drawn-moon-113
28,214,28,0.013237898029465706,TD3,sq_error_da_a,drawn-moon-113
29,218,29,0.010541333327437579,TD3,sq_error_da_a,drawn-moon-113
30,222,30,0.008230998489138362,TD3,sq_error_da_a,drawn-moon-113
31,226,31,0.006266214511667634,TD3,sq_error_da_a,drawn-moon-113
32,230,32,0.0047095939966191255,TD3,sq_error_da_a,drawn-moon-113
33,234,33,0.0036145935669941033,TD3,sq_error_da_a,drawn-moon-113
34,238,34,0.0028297536824993734,TD3,sq_error_da_a,drawn-moon-113
