,episode_step,tracking_error,state,reference,reward,action,algorithm,reward_type,run
45,45,0.000105461496090395,0.08973055521995493,0.1,-0.00442148299810837,-0.042942069470882416,DSAC,sq_error_da_a,dashing-night-275
46,46,0.00011207035873558914,0.08941367113983374,0.1,-0.004445285565597085,-0.04313711076974869,DSAC,sq_error_da_a,dashing-night-275
47,47,0.00011814621153488004,0.08913049166084869,0.1,-0.004466748357445143,-0.04331156611442566,DSAC,sq_error_da_a,dashing-night-275
48,48,0.0001237113572766123,0.08887743926622056,0.1,-0.004486047158401185,-0.04346746206283569,DSAC,sq_error_da_a,dashing-night-275
49,49,0.0001287928756662334,0.08865130511176579,0.1,-0.004503398292917821,-0.04360675811767578,DSAC,sq_error_da_a,dashing-night-275
50,50,0.00013341918136171557,0.08844927788570275,0.1,-0.004519003774180929,-0.04373130202293396,DSAC,sq_error_da_a,dashing-night-275
51,51,0.00013762254485540518,0.08826873643398099,0.1,-0.0045329957104628575,-0.04384251683950424,DSAC,sq_error_da_a,dashing-night-275
52,52,0.00014143233866671878,0.08810746710466107,0.1,-0.004545580053043168,-0.04394199699163437,DSAC,sq_error_da_a,dashing-night-275
53,53,0.0001448809503824171,0.0879633497025785,0.1,-0.004556841343572801,-0.044030800461769104,DSAC,sq_error_da_a,dashing-night-275
54,54,0.00014799747581284702,0.08783457868329884,0.1,-0.004566953219125683,-0.04411017894744873,DSAC,sq_error_da_a,dashing-night-275
55,55,0.0001508100840380601,0.08771952427476606,0.1,-0.004576015374355595,-0.04418111592531204,DSAC,sq_error_da_a,dashing-night-275
56,56,0.00015334634846303943,0.08761669073054221,0.1,-0.004584125418125133,-0.04424445331096649,DSAC,sq_error_da_a,dashing-night-275
57,57,0.00015562933366106163,0.08752485135715564,0.1,-0.004591414448426229,-0.04430115222930908,DSAC,sq_error_da_a,dashing-night-275
58,58,0.0001576842317833121,0.08744276177723334,0.1,-0.004597912872816485,-0.044351719319820404,DSAC,sq_error_da_a,dashing-night-275
59,59,0.00015953154972120622,0.08736942005602252,0.1,-0.004603749976664032,-0.04439695179462433,DSAC,sq_error_da_a,dashing-night-275
60,60,0.00016119123679386545,0.08730388891062049,0.1,-0.004608968806087842,-0.04443736374378204,DSAC,sq_error_da_a,dashing-night-275
61,61,0.00016268141652785227,0.08724533745927192,0.1,-0.004613640383736715,-0.04447347670793533,DSAC,sq_error_da_a,dashing-night-275
62,62,0.0001640196260104465,0.0871929852810873,0.1,-0.0046178105589042,-0.04450569301843643,DSAC,sq_error_da_a,dashing-night-275
63,63,0.00016521915608830749,0.08714623961292621,0.1,-0.004621564148010686,-0.04453457146883011,DSAC,sq_error_da_a,dashing-night-275
64,64,0.00016629468128024892,0.08710447049244395,0.1,-0.004624904649704093,-0.04456033557653427,DSAC,sq_error_da_a,dashing-night-275
65,65,0.0001672586649002438,0.08706714784356352,0.1,-0.00462789668136257,-0.044583357870578766,DSAC,sq_error_da_a,dashing-night-275
66,66,0.00016812294421378516,0.08703377679454094,0.1,-0.004630566981412806,-0.044603899121284485,DSAC,sq_error_da_a,dashing-night-275
67,67,0.00016889659869041723,0.08700397758195158,0.1,-0.004632968587749866,-0.044622309505939484,DSAC,sq_error_da_a,dashing-night-275
68,68,0.0001695889750269462,0.08697736681669387,0.1,-0.004635110102012496,-0.04463876038789749,DSAC,sq_error_da_a,dashing-night-275
69,69,0.0001702099625304226,0.08695354597867978,0.1,-0.004637009609146404,-0.044653378427028656,DSAC,sq_error_da_a,dashing-night-275
70,70,0.0001707654542599196,0.0869322743271861,0.1,-0.004638730371681261,-0.04466651380062103,DSAC,sq_error_da_a,dashing-night-275
71,71,0.00017126259616349348,0.08691326640587907,0.1,-0.0046402579288813885,-0.044678233563899994,DSAC,sq_error_da_a,dashing-night-275
72,72,0.00017170752442802355,0.08689627822227504,0.1,-0.0046416244939657585,-0.04468870162963867,DSAC,sq_error_da_a,dashing-night-275
73,73,0.0001721045183335838,0.08688113883244496,0.1,-0.004642858188072353,-0.044698119163513184,DSAC,sq_error_da_a,dashing-night-275
74,74,0.00017245948015205825,0.08686761711828131,0.1,-0.004643946287021565,-0.044706493616104126,DSAC,sq_error_da_a,dashing-night-275
75,75,0.007543871950019829,0.08685546586150943,0.0,-0.012015996526588434,-0.04471386969089508,DSAC,sq_error_da_a,dashing-night-275
76,76,0.0023303147659503995,0.04827333390134143,0.0,-0.009107668536981302,0.011529834941029549,DSAC,sq_error_da_a,dashing-night-275
77,77,0.0007259473337189884,0.026943409838381414,0.0,-0.002851660376633856,-0.004863647744059563,DSAC,sq_error_da_a,dashing-night-275
78,78,0.0002933480725408865,0.01712740705830531,0.0,-0.003007174184990056,-0.016000954434275627,DSAC,sq_error_da_a,dashing-night-275
79,79,0.00018275924057307538,0.013518847605216777,0.0,-0.0029083095866495635,-0.021628228947520256,DSAC,sq_error_da_a,dashing-night-275
80,80,0.00017161979373311108,0.013100373801274186,0.0,-0.0028382539286813647,-0.024147285148501396,DSAC,sq_error_da_a,dashing-night-275
81,81,0.00020176349471224297,0.014204347739767672,0.0,-0.0027829163734139303,-0.024979406967759132,DSAC,sq_error_da_a,dashing-night-275
82,82,0.0002546918666763858,0.015959068477714663,0.0,-0.0027526325634522992,-0.02497170679271221,DSAC,sq_error_da_a,dashing-night-275
83,83,0.00032111240798225456,0.017919609593466442,0.0,-0.0028182830872534757,-0.024574128910899162,DSAC,sq_error_da_a,dashing-night-275
84,84,0.00039616369438542275,0.01990386129336272,0.0,-0.0028535765854753392,-0.0240743737667799,DSAC,sq_error_da_a,dashing-night-275
85,85,0.00047572277142373634,0.02181106992845001,0.0,-0.0028831601481017263,-0.02354552038013935,DSAC,sq_error_da_a,dashing-night-275
86,86,0.0005556880432023013,0.023573036359414993,0.0,-0.0029102400812162366,-0.023004455491900444,DSAC,sq_error_da_a,dashing-night-275
87,87,0.0006333905139448907,0.025167250822147633,0.0,-0.002933836063134935,-0.022493066266179085,DSAC,sq_error_da_a,dashing-night-275
88,88,0.00070677832256082,0.02658530275473311,0.0,-0.002956084949178729,-0.022016799077391624,DSAC,sq_error_da_a,dashing-night-275
89,89,0.0007747480522388721,0.02783429633094525,0.0,-0.002976427959978035,-0.021586624905467033,DSAC,sq_error_da_a,dashing-night-275
90,90,0.0008368151358550238,0.028927757186740625,0.0,-0.0029954776264017272,-0.02120431326329708,DSAC,sq_error_da_a,dashing-night-275
91,91,0.0008928967039075505,0.029881377209016832,0.0,-0.003013328030237259,-0.020867707207798958,DSAC,sq_error_da_a,dashing-night-275
92,92,0.0009431685584543334,0.030711049452181432,0.0,-0.003029939279234229,-0.020573170855641365,DSAC,sq_error_da_a,dashing-night-275
93,93,0.0009879532437626715,0.031431723525169146,0.0,-0.003045270329326808,-0.020316319540143013,DSAC,sq_error_da_a,dashing-night-275
94,94,0.001027656080402264,0.03205707535634316,0.0,-0.0030592880344165654,-0.020092887803912163,DSAC,sq_error_da_a,dashing-night-275
95,95,0.001062719560683109,0.03259937975917807,0.0,-0.0030720083410743252,-0.019898870959877968,DSAC,sq_error_da_a,dashing-night-275
96,96,0.0010935888781192402,0.03306945536472048,0.0,-0.003083475974107037,-0.019730521366000175,DSAC,sq_error_da_a,dashing-night-275
97,97,0.0011206970804744074,0.033476814072943194,0.0,-0.003093749217074425,-0.01958455704152584,DSAC,sq_error_da_a,dashing-night-275
98,98,0.0011444506146092272,0.033829729744844654,0.0,-0.003102906318761811,-0.01945800520479679,DSAC,sq_error_da_a,dashing-night-275
99,99,0.0011652305217539779,0.03413547307060469,0.0,-0.003111031042233657,-0.019348395988345146,DSAC,sq_error_da_a,dashing-night-275
0,0,0.00038400672244048796,0.01959608946806704,0.0,-0.00038400672244048796,-0.028577938675880432,DSAC,sq_error_da,true-dawn-274
1,1,0.0009479063691801945,0.03078808810530778,0.0,-0.0017279300036139409,-0.02077770233154297,DSAC,sq_error_da,true-dawn-274
2,2,0.0013811118152644223,0.03716331275955391,0.0,-0.0017879276719595975,-0.016709543764591217,DSAC,sq_error_da,true-dawn-274
3,3,0.0016638771738351984,0.04079065056891344,0.0,-0.0018579945075751945,-0.014768370427191257,DSAC,sq_error_da,true-dawn-274
4,4,0.001836509798997613,0.04285451900322314,0.0,-0.0019114775409638605,-0.014018693007528782,DSAC,sq_error_da,true-dawn-274
5,5,0.0019386429894877337,0.044030023727994215,0.0,-0.0019482222009611987,-0.013922900892794132,DSAC,sq_error_da,true-dawn-274
6,6,0.001998175537642882,0.04470095678666042,0.0,-0.0020233883023828723,-0.014175028540194035,DSAC,sq_error_da,true-dawn-274
7,7,0.0020326563183151007,0.045084989944715534,0.0,-0.002075367516645026,-0.01460214052349329,DSAC,sq_error_da,true-dawn-274
8,8,0.0020526291790782217,0.04530595081309101,0.0,-0.0021032446983634237,-0.01510829571634531,DSAC,sq_error_da,true-dawn-274
9,9,0.0020642579112410985,0.045434105155060536,0.0,-0.0021174437876999817,-0.015640154480934143,DSAC,sq_error_da,true-dawn-274
10,10,0.0020710987429797857,0.04550932589019294,0.0,-0.0021239665727794377,-0.016168832778930664,DSAC,sq_error_da,true-dawn-274
11,11,0.002075193239761741,0.04555428892828579,0.0,-0.0021262394026054453,-0.016679294407367706,DSAC,sq_error_da,true-dawn-274
12,12,0.0020777060764981406,0.04558186126627719,0.0,-0.002126189984674563,-0.017164133489131927,DSAC,sq_error_da,true-dawn-274
13,13,0.0020793006158513878,0.04559934885337057,0.0,-0.0021249130702657554,-0.017620258033275604,DSAC,sq_error_da,true-dawn-274
14,14,0.0020803590648751937,0.045610953343195905,0.0,-0.002123034500418254,-0.018047012388706207,DSAC,sq_error_da,true-dawn-274
15,15,0.002081095201166748,0.045619022360926895,0.0,-0.0021208790663801423,-0.01844485104084015,DSAC,sq_error_da,true-dawn-274
16,16,0.0020816379194341984,0.045624970349954184,0.0,-0.0021186605994783724,-0.01881507784128189,DSAC,sq_error_da,true-dawn-274
17,17,0.0020820556160090773,0.04562954762003539,0.0,-0.0021164549466250746,-0.019159071147441864,DSAC,sq_error_da,true-dawn-274
18,18,0.0020823962407739123,0.045633279969490605,0.0,-0.0021143473106057607,-0.019478581845760345,DSAC,sq_error_da,true-dawn-274
19,19,0.0020841733553804533,0.04565274751184701,0.0,-0.002116207871714987,-0.019798927009105682,DSAC,sq_error_da,true-dawn-274
20,20,0.0020868401742081045,0.04568194582335679,0.0,-0.0021162081277469992,-0.02009260654449463,DSAC,sq_error_da,true-dawn-274
21,21,0.0020899078554085047,0.045715510009279176,0.0,-0.00211675527753146,-0.020361080765724182,DSAC,sq_error_da,true-dawn-274
22,22,0.0020924708713822666,0.04574353365648818,0.0,-0.0021161763836674992,-0.020598135888576508,DSAC,sq_error_da,true-dawn-274
23,23,0.0020937047082650456,0.04575701813126644,0.0,-0.002114315249370316,-0.02080424129962921,DSAC,sq_error_da,true-dawn-274
24,24,0.0029417137526234058,0.045762432275927,0.1,-0.002961389245863762,-0.021000996232032776,DSAC,sq_error_da,true-dawn-274
25,25,0.0005649172468260808,0.07623201214183076,0.1,-0.005026859114892869,-0.06562041491270065,DSAC,sq_error_da,true-dawn-274
26,26,4.530223402210563e-05,0.09326930657197154,0.1,-0.0012936611691398273,-0.05313682556152344,DSAC,sq_error_da,true-dawn-274
27,27,7.354065725114392e-06,0.10271183807132993,0.1,-0.0006471354215829635,-0.046739012002944946,DSAC,sq_error_da,true-dawn-274
28,28,6.33301628730081e-05,0.1079580250610945,0.1,-0.000350268412937858,-0.04386962950229645,DSAC,sq_error_da,true-dawn-274
29,29,0.00011746717437028425,0.11083822745518308,0.1,-0.00022108910425424117,-0.04283341020345688,DSAC,sq_error_da,true-dawn-274
30,30,0.00015351155130164878,0.11238997785718961,0.1,-0.00015748941628234643,-0.0427936315536499,DSAC,sq_error_da,true-dawn-274
31,31,0.00017419354662438603,0.11319824028514355,0.1,-0.00022232802257081242,-0.043274976313114166,DSAC,sq_error_da,true-dawn-274
32,32,0.0001839584892639066,0.11356312977390937,0.1,-0.0002533934300788785,-0.043969325721263885,DSAC,sq_error_da,true-dawn-274
33,33,0.00018671784650281496,0.11366447388313268,0.1,-0.00026557851683095524,-0.04475793242454529,DSAC,sq_error_da,true-dawn-274
34,34,0.00018553417833409627,0.11362109314020341,0.1,-0.00026857015402875263,-0.04558829218149185,DSAC,sq_error_da,true-dawn-274
35,35,0.00018131669222209098,0.11346538867697814,0.1,-0.00025859411417338495,-0.04636106640100479,DSAC,sq_error_da,true-dawn-274
36,36,0.0001750311839631774,0.1132299351458417,0.1,-0.0002475312936357238,-0.047086067497730255,DSAC,sq_error_da,true-dawn-274
37,37,0.00016608702208731048,0.11288747539618643,0.1,-0.00022609623338911406,-0.04768615961074829,DSAC,sq_error_da,true-dawn-274
38,38,0.00015626320835779425,0.11250052832314676,0.1,-0.00021657416817377325,-0.04828926920890808,DSAC,sq_error_da,true-dawn-274
39,39,0.00014655894095480965,0.1121061530204607,0.1,-0.00020511975938857126,-0.0488748773932457,DSAC,sq_error_da,true-dawn-274
40,40,0.00013744993192865728,0.11172390429544089,0.1,-0.00019290385825350165,-0.04942941665649414,DSAC,sq_error_da,true-dawn-274
41,41,0.00012929179369312985,0.11137065493685962,0.1,-0.00018209778367382748,-0.04995747655630112,DSAC,sq_error_da,true-dawn-274
42,42,0.00012200353219451513,0.11104552091096274,0.1,-0.00017037270142974462,-0.05044116824865341,DSAC,sq_error_da,true-dawn-274
43,43,0.00011585092732013345,0.1107634068640061,0.1,-0.00016248783656657817,-0.05090753734111786,DSAC,sq_error_da,true-dawn-274
44,44,0.00011019942315874247,0.11049759130271047,0.1,-0.000149762006128408,-0.051303163170814514,DSAC,sq_error_da,true-dawn-274
45,45,0.00010484302731810153,0.11023928841854265,0.1,-0.00013973186107931674,-0.051652051508426666,DSAC,sq_error_da,true-dawn-274
46,46,9.99009001234825e-05,0.10999504377796729,0.1,-0.00013245993733203962,-0.05197764188051224,DSAC,sq_error_da,true-dawn-274
47,47,9.540453197937533e-05,0.10976752435263795,0.1,-0.0001254840159652762,-0.052278436720371246,DSAC,sq_error_da,true-dawn-274
48,48,9.134406215868171e-05,0.10955740875753893,0.1,-0.00011897603041849312,-0.05255475640296936,DSAC,sq_error_da,true-dawn-274
49,49,8.76911688188227e-05,0.10936435629495284,0.1,-0.00011299036029373726,-0.052807748317718506,DSAC,sq_error_da,true-dawn-274
50,50,8.441127254592579e-05,0.10918756075059784,0.1,-0.00010753340437041919,-0.05303896963596344,DSAC,sq_error_da,true-dawn-274
51,51,8.14667292522304e-05,0.10902589215824289,0.1,-0.00010256006798018146,-0.05324990302324295,DSAC,sq_error_da,true-dawn-274
52,52,7.882240572793141e-05,0.10887819833794737,0.1,-9.805458942277088e-05,-0.053442224860191345,DSAC,sq_error_da,true-dawn-274
53,53,7.644726097240572e-05,0.1087434124329352,0.1,-9.398443758144504e-05,-0.05361759662628174,DSAC,sq_error_da,true-dawn-274
54,54,7.43123648300952e-05,0.10862046198472537,0.1,-9.029386021049681e-05,-0.053777411580085754,DSAC,sq_error_da,true-dawn-274
55,55,7.239118133752317e-05,0.10850830073149294,0.1,-8.694663559167356e-05,-0.05392296612262726,DSAC,sq_error_da,true-dawn-274
56,56,7.066135092971493e-05,0.10840603062864483,0.1,-8.392561956641843e-05,-0.05405560880899429,DSAC,sq_error_da,true-dawn-274
57,57,6.910313101725247e-05,0.1083128293027857,0.1,-8.119169803576138e-05,-0.05417649447917938,DSAC,sq_error_da,true-dawn-274
58,58,6.769726283091094e-05,0.1082278346380388,0.1,-7.869953519838836e-05,-0.054286517202854156,DSAC,sq_error_da,true-dawn-274
59,59,6.642841151004964e-05,0.1081503626612593,0.1,-7.645465781933004e-05,-0.05438677966594696,DSAC,sq_error_da,true-dawn-274
60,60,6.528310061038994e-05,0.10807979582727126,0.1,-7.442198277057671e-05,-0.05447816848754883,DSAC,sq_error_da,true-dawn-274
61,61,6.424728827124319e-05,0.10801544061616349,0.1,-7.255990104323111e-05,-0.05456129461526871,DSAC,sq_error_da,true-dawn-274
62,62,6.331132824982403e-05,0.10795684160014664,0.1,-7.089527423943279e-05,-0.054637134075164795,DSAC,sq_error_da,true-dawn-274
63,63,6.246365299938277e-05,0.10790339502994649,0.1,-6.935842028377608e-05,-0.05470608174800873,DSAC,sq_error_da,true-dawn-274
64,64,6.169655692900473e-05,0.10785471558549416,0.1,-6.798559201086814e-05,-0.05476897209882736,DSAC,sq_error_da,true-dawn-274
65,65,6.10020830643477e-05,0.1078103830292981,0.1,-6.673083448532243e-05,-0.05482625961303711,DSAC,sq_error_da,true-dawn-274
66,66,6.037247346473603e-05,0.10776997255237984,0.1,-6.558489965034394e-05,-0.05487838387489319,DSAC,sq_error_da,true-dawn-274
67,67,5.980215990639454e-05,0.1077331856247212,0.1,-6.455637538529163e-05,-0.05492592602968216,DSAC,sq_error_da,true-dawn-274
68,68,5.928518501286689e-05,0.10769968733214973,0.1,-6.361397233967963e-05,-0.05496921390295029,DSAC,sq_error_da,true-dawn-274
69,69,5.8815845519042305e-05,0.10766914894359488,0.1,-6.275347736451654e-05,-0.05500859022140503,DSAC,sq_error_da,true-dawn-274
70,70,5.838943133407967e-05,0.10764129775195809,0.1,-6.197390565925973e-05,-0.05504443496465683,DSAC,sq_error_da,true-dawn-274
71,71,5.800210397885249e-05,0.10761591123759019,0.1,-6.12684385125439e-05,-0.055077098309993744,DSAC,sq_error_da,true-dawn-274
72,72,5.765075820230443e-05,0.10759280963822382,0.1,-6.0630990441073964e-05,-0.05510690063238144,DSAC,sq_error_da,true-dawn-274
73,73,5.733148104083108e-05,0.10757175547946651,0.1,-6.0041257203932275e-05,-0.05513399839401245,DSAC,sq_error_da,true-dawn-274
74,74,5.704225717004121e-05,0.10755263246623595,0.1,-5.951957521851838e-05,-0.05515877157449722,DSAC,sq_error_da,true-dawn-274
75,75,0.011563809934410883,0.10753515673681274,0.0,-0.011566051069054438,-0.05518118292093277,DSAC,sq_error_da,true-dawn-274
76,76,0.006581362159855727,0.08112559497381654,0.0,-0.010428428472884062,-0.016710519790649414,DSAC,sq_error_da,true-dawn-274
77,77,0.004278258004348451,0.06540839398998,0.0,-0.005239083388011629,-0.02631877362728119,DSAC,sq_error_da,true-dawn-274
78,78,0.0032025986356397328,0.056591506744738056,0.0,-0.0037979372782369313,-0.032272160053253174,DSAC,sq_error_da,true-dawn-274
79,79,0.0026560678477751125,0.051537053153775804,0.0,-0.0029215901489721644,-0.034927383065223694,DSAC,sq_error_da,true-dawn-274
80,80,0.002367057059859999,0.04865241062742934,0.0,-0.0024733708845136246,-0.03599052131175995,DSAC,sq_error_da,true-dawn-274
81,81,0.0022148150566575903,0.047061821646187794,0.0,-0.00223905999097804,-0.03623297065496445,DSAC,sq_error_da,true-dawn-274
82,82,0.002138082255663779,0.04623940154958517,0.0,-0.002159971316399482,-0.03601408004760742,DSAC,sq_error_da,true-dawn-274
83,83,0.0021012886567845345,0.04583981519143085,0.0,-0.0021523042722477914,-0.035503923892974854,DSAC,sq_error_da,true-dawn-274
84,84,0.0020819390144491776,0.045628269904185254,0.0,-0.0021524736609602555,-0.034798577427864075,DSAC,sq_error_da,true-dawn-274
85,85,0.002072242846280732,0.04552189414205797,0.0,-0.0021449634931389474,-0.03407137095928192,DSAC,sq_error_da,true-dawn-274
86,86,0.0020678663970986064,0.04547379901766078,0.0,-0.002139424008325642,-0.033355794847011566,DSAC,sq_error_da,true-dawn-274
87,87,0.002066388608306796,0.04545754731952436,0.0,-0.0021350539041461057,-0.03266914188861847,DSAC,sq_error_da,true-dawn-274
88,88,0.002066452242074456,0.045458247239356424,0.0,-0.002131414599357094,-0.032019518315792084,DSAC,sq_error_da,true-dawn-274
89,89,0.002067308209901457,0.045467661143954355,0.0,-0.002128243528371458,-0.03141016513109207,DSAC,sq_error_da,true-dawn-274
90,90,0.0020685317268314143,0.045481113957679335,0.0,-0.0021254243602695246,-0.030841238796710968,DSAC,sq_error_da,true-dawn-274
91,91,0.0020698966410636153,0.045496116769056405,0.0,-0.002122844937133714,-0.03031175583600998,DSAC,sq_error_da,true-dawn-274
92,92,0.002071283976383055,0.045511360959468734,0.0,-0.002120470474309767,-0.02981989085674286,DSAC,sq_error_da,true-dawn-274
93,93,0.002072624341274167,0.045526084185598115,0.0,-0.0021182807541140565,-0.029363326728343964,DSAC,sq_error_da,true-dawn-274
94,94,0.0020738926722600253,0.04554001177272603,0.0,-0.0021162291063859255,-0.02893996238708496,DSAC,sq_error_da,true-dawn-274
95,95,0.002075075497302888,0.04555299657874209,0.0,-0.0021143259009455424,-0.028547458350658417,DSAC,sq_error_da,true-dawn-274
96,96,0.0020761676232420507,0.04556498242337037,0.0,-0.0021125510434710087,-0.028183624148368835,DSAC,sq_error_da,true-dawn-274
97,97,0.00207717880350824,0.045576077096523344,0.0,-0.002110885230128723,-0.027846559882164,DSAC,sq_error_da,true-dawn-274
98,98,0.0020781041318438127,0.04558622743596812,0.0,-0.002109351866867311,-0.027534082531929016,DSAC,sq_error_da,true-dawn-274
99,99,0.0020789549383456,0.04559555831816955,0.0,-0.0021079019340807686,-0.02724461257457733,DSAC,sq_error_da,true-dawn-274
0,0,0.002531279554281338,0.05031182320569726,0.0,-0.002531279554281338,-0.07337220013141632,DSAC,sq_error,lucky-tree-273
1,1,0.0065607490314443,0.08099845079656956,0.0,-0.0065607490314443,-0.056191980838775635,DSAC,sq_error,lucky-tree-273
