,name,agent,lr_a_high,lr_c_high,sac_model,task_train,discount_factor,discount_factor_model,_step,_wandb,_runtime,sac_nmae,idhp_nmae,_timestamp,nmae_improvement
87,still-sweep-113,IDHPDSAC,0.005,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 6},6.531589031219482,25.82480636811087,21.75549178710461,1685812235.272907,4.06931458100626
88,glad-sweep-112,IDHPDSAC,0.7,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 6},6.519278049468994,6.044273037905692,37.77230195277008,1685812219.476651,-31.728028914864385
89,lilac-sweep-111,IDHPDSAC,0.01,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.207672834396362,25.82480636811087,14.47796849386114,1685812203.307165,11.34683787424973
90,spring-sweep-110,IDHPDSAC,0.4,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 6},6.6370251178741455,6.044273037905692,11.57061995784615,1685812187.934946,-5.526346919940457
91,electric-sweep-109,IDHPDSAC,5e-05,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 6},6.572129964828491,25.688384263139756,35.27569435200827,1685812172.035848,-9.587310088868517
92,colorful-sweep-108,IDHPDSAC,0.0001,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 6},6.507532119750977,6.044273037905692,231.6962919454905,1685812156.07753,-225.6520189075848
93,quiet-sweep-107,IDHPDSAC,0.01,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.303977966308594,25.688384263139756,10.308863919675842,1685812140.070543,15.379520343463916
94,swept-sweep-106,IDHPDSAC,0.9,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.373280048370361,25.82480636811087,3.380241365135438,1685812124.371385,22.44456500297543
95,dainty-sweep-105,IDHPDSAC,0.001,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.490016222000122,25.688384263139756,26.905346143043374,1685812108.435897,-1.2169618799036217
96,laced-sweep-104,IDHPDSAC,0.2,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.415410995483398,6.044273037905692,3.8815509457287094,1685812093.539864,2.162722092176983
